artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename,SAG
Nikos Nikolaou,1981,nude painting (nu),800.0,563.0,65804.0,wikiart,표현주의,Figure,train_and_test,False,58389.jpg,Expressionism||Nikos Nikolaou||nude painting (nu)
Salvador Dali,1951,symbolic painting,1209.0,1600.0,953738.0,wikiart,초현실주의,The Wheelbarrow (Pantheon Formed by Twisted Wheelbarrows),train_and_test,False,87494.jpg,Surrealism||Salvador Dali||symbolic painting
Gustave Dore,1862,illustration,936.0,1238.0,766813.0,wikiart,낭만주의,Illustration for Baron von Münchhausen,train_and_test,False,9589.jpg,Romanticism||Gustave Dore||illustration
Johannes Vermeer,c.1672,genre painting,1100.0,1290.0,194328.0,wikiart,바로크 양식,A Lady Standing at a Virginal,train_and_test,False,11168.jpg,Baroque||Johannes Vermeer||genre painting
Vasily Tropinin,1832,portrait,975.0,1200.0,269249.0,wikiart,낭만주의,"EV Meshkov, née. Bilibin",train_and_test,False,40635.jpg,Romanticism||Vasily Tropinin||portrait
Conroy Maddox,1939.0,figurative,396.0,570.0,156656.0,wikiart,초현실주의,Atmospherics,train_and_test,False,18918.jpg,Surrealism||Conroy Maddox||figurative
James McNeill Whistler,1881,portrait,1359.0,2941.0,1189772.0,wikiart,사실주의,Harmony in Pink and Grey: Lady Meux,train_and_test,False,51652.jpg,Realism||James McNeill Whistler||portrait
Vasily Perov,1866,genre painting,1600.0,1323.0,813512.0,wikiart,사실주의,Arrival of a New Governess in a Merchant House,train_and_test,False,78426.jpg,Realism||Vasily Perov||genre painting
Theodor Severin Kittelsen,1894.0,illustration,1000.0,1194.0,399080.0,wikiart,아르누보,Slagsmaal Mellem To Skarnbasser,train_and_test,False,48061.jpg,Art Nouveau (Modern)||Theodor Severin Kittelsen||illustration
Childe Hassam,,landscape,1228.0,1024.0,2053402.0,wikiart,인상주의,"Lyman's Ledge, Appledore",train_and_test,False,24879.jpg,Impressionism||Childe Hassam||landscape
Zdislav Beksinski,,symbolic painting,822.0,1037.0,176043.0,wikiart,초현실주의,Untitled,train_and_test,False,99328.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Bartolome Esteban Murillo,1656,religious painting,321.0,476.0,36405.0,wikiart,바로크 양식,Vision of St. Anthony of Padua ,train_and_test,False,3956.jpg,Baroque||Bartolome Esteban Murillo||religious painting
Odilon Redon,c.1904,flower painting,827.0,1113.0,238472.0,wikiart,사실주의,Vase of Flowers,train_and_test,False,30592.jpg,Realism||Odilon Redon||flower painting
William Merritt Chase,c.1892,genre painting,900.0,716.0,776645.0,wikiart,인상주의,Shinnecock Interior Studio,train_and_test,False,85144.jpg,Impressionism||William Merritt Chase||genre painting
Ferdinand Hodler,1878,landscape,4164.0,2784.0,9603038.0,wikiart,사실주의,On the banks of the Manzanares,train_and_test,False,22266.jpg,Realism||Ferdinand Hodler||landscape
Jules Breton,1891.0,genre painting,1000.0,511.0,117578.0,wikiart,사실주의,Le Pardon De Kergoat ,train_and_test,False,21051.jpg,Realism||Jules Breton||genre painting
August Macke,1914,genre painting,2536.0,3501.0,622277.0,wikiart,표현주의,Tightrope walker,train_and_test,False,59737.jpg,Expressionism||August Macke||genre painting
Gerard Terborch,1660,genre painting,873.0,970.0,94620.0,wikiart,바로크 양식,The Dancing Couple,train_and_test,False,27202.jpg,Baroque||Gerard Terborch||genre painting
Marcel Marien,1989,figurative,585.0,730.0,68028.0,wikiart,초현실주의,Desperate Attempt to Save Andy Warhol from Oblivion,test_only,False,5870.jpg,Surrealism||Marcel Marien||figurative
Charles Turner,1809.0,portrait,595.0,800.0,127174.0,wikiart,낭만주의,Archibald McLean ,train_and_test,False,13340.jpg,Romanticism||Charles Turner||portrait
Guido Reni,1617,religious painting,1878.0,2870.0,923540.0,wikiart,바로크 양식,Assumption,train_and_test,False,9308.jpg,Baroque||Guido Reni||religious painting
Egon Schiele,1914,nude painting (nu),1197.0,1018.0,395776.0,wikiart,표현주의,Lovers Man and Woman,train_and_test,False,70249.jpg,Expressionism||Egon Schiele||nude painting (nu)
Nikolay Bogdanov-Belsky,1931,genre painting,776.0,956.0,105106.0,wikiart,인상주의,Summer Day,train_and_test,False,97999.jpg,Impressionism||Nikolay Bogdanov-Belsky||genre painting
Vincent van Gogh,1885,sketch and study,1863.0,1334.0,734543.0,wikiart,사실주의,Feet,train_and_test,False,37286.jpg,Realism||Vincent van Gogh||sketch and study
Albrecht Altdorfer,1529,battle painting,543.0,528.0,100930.0,wikiart,북부 르네상스,The battle of Issus(fragment),train_and_test,False,55374.jpg,Northern Renaissance||Albrecht Altdorfer||battle painting
Ivan Bilibin,1904.0,illustration,2064.0,2724.0,6867494.0,wikiart,아르누보,"Russian Folk Art, Illustration for the magazine World of Art",train_and_test,False,94267.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Guido Reni,1607,religious painting,1856.0,2456.0,636522.0,wikiart,바로크 양식,Saint Francis deadened with an angel musician,train_and_test,False,55461.jpg,Baroque||Guido Reni||religious painting
Adriaen Brouwer,c.1635,genre painting,2024.0,1517.0,217858.0,wikiart,바로크 양식,Peasants playing cards in a tavern,train_and_test,False,69727.jpg,Baroque||Adriaen Brouwer||genre painting
Martiros Saryan,1911,still life,922.0,618.0,155657.0,wikiart,표현주의,Egyptian masks,train_and_test,False,12762.jpg,Expressionism||Martiros Saryan||still life
Zinaida Serebriakova,1930,cityscape,1000.0,799.0,166650.0,wikiart,표현주의,Collioure. Street with the palm ,train_and_test,False,100904.jpg,Expressionism||Zinaida Serebriakova||cityscape
Aleksey Savrasov,1870,landscape,1000.0,640.0,130180.0,wikiart,사실주의,Volga,train_and_test,False,15852.jpg,Realism||Aleksey Savrasov||landscape
Peter Paul Rubens,1628,portrait,852.0,1200.0,186424.0,wikiart,바로크 양식,Portrait of Ambrogio Spinola,train_and_test,False,71719.jpg,Baroque||Peter Paul Rubens||portrait
Isaac Levitan,c.1885,sketch and study,1000.0,574.0,50352.0,wikiart,사실주의,Field,train_and_test,False,76957.jpg,Realism||Isaac Levitan||sketch and study
Camille Pissarro,1881,landscape,830.0,1013.0,206715.0,wikiart,인상주의,"La Marchande de Marrons, Fiore de la St. Martin, Pontoise",train_and_test,False,65011.jpg,Impressionism||Camille Pissarro||landscape
Gustave Courbet,1870,landscape,1042.0,888.0,207359.0,wikiart,사실주의,The Wave,train_and_test,False,47259.jpg,Realism||Gustave Courbet||landscape
Leon Bakst,1917.0,design,720.0,1122.0,110454.0,wikiart,아르누보,"Costume for the Englishman, from La Boutique Fantastique",train_and_test,False,6447.jpg,Art Nouveau (Modern)||Leon Bakst||design
Vincent van Gogh,1885,portrait,1765.0,2717.0,1543821.0,wikiart,사실주의,Head of a Peasant Woman with Greenish Lace Cap,train_and_test,False,2168.jpg,Realism||Vincent van Gogh||portrait
Albrecht Durer,,portrait,2098.0,3000.0,854014.0,wikiart,북부 르네상스,One of the wise virgins,train_and_test,False,88505.jpg,Northern Renaissance||Albrecht Durer||portrait
Valentin Serov,1910.0,sketch and study,435.0,680.0,47040.0,wikiart,사실주의,Portrait of L.K. Naryshkin,train_and_test,False,96075.jpg,Realism||Valentin Serov||sketch and study
Rembrandt,1632,portrait,777.0,1000.0,699343.0,wikiart,바로크 양식,Portrait Of A Woman,train_and_test,False,88529.jpg,Baroque||Rembrandt||portrait
Claude Monet,1896,landscape,1499.0,1200.0,955609.0,wikiart,인상주의,The Cote Sauvate,train_and_test,False,99864.jpg,Impressionism||Claude Monet||landscape
Charles-Francois Daubigny,c.1844,landscape,1132.0,785.0,121471.0,wikiart,사실주의,"The Crossroads at the Eagle Nest, Forest of Fontainebleau",train_and_test,False,23972.jpg,Realism||Charles-Francois Daubigny||landscape
Conroy Maddox,1940.0,figurative,570.0,409.0,162555.0,wikiart,초현실주의,The impersonal eye,train_and_test,False,35998.jpg,Surrealism||Conroy Maddox||figurative
Theophile Steinlen,1892.0,illustration,544.0,800.0,107101.0,wikiart,아르누보,Paris En Chansons  ,train_and_test,False,74083.jpg,Art Nouveau (Modern)||Theophile Steinlen||illustration
Homer Watson,1887.0,landscape,570.0,378.0,209155.0,wikiart,사실주의,Evening after the Storm,train_and_test,False,43187.jpg,Realism||Homer Watson||landscape
Edgar Degas,1886,nude painting (nu),2754.0,2814.0,1625543.0,wikiart,인상주의,The Tub,train_and_test,False,2570.jpg,Impressionism||Edgar Degas||nude painting (nu)
John Henry Twachtman,c.1892,landscape,731.0,1105.0,339813.0,wikipedia,인상주의,Meadow Flowers (Golden Rod and Wild Aster),train_and_test,False,25337.jpg,Impressionism||John Henry Twachtman||landscape
Vasily Polenov,1897,landscape,1000.0,907.0,297986.0,wikiart,사실주의,Quarry,train_and_test,False,84586.jpg,Realism||Vasily Polenov||landscape
Mary Cassatt,1894,genre painting,1256.0,961.0,147122.0,wikiart,인상주의,The Boating Party,train_and_test,False,54669.jpg,Impressionism||Mary Cassatt||genre painting
Jacek Malczewski,1903,portrait,800.0,611.0,101699.0,wikipedia,아르누보,Portrait of Jan Kasprowicz,train_and_test,False,82835.jpg,Art Nouveau (Modern)||Jacek Malczewski||portrait
Ferdinand Georg Waldmüller,1833,landscape,750.0,933.0,162384.0,wikiart,낭만주의,The Schönberg Seen from Hoisernradalpe ,train_and_test,False,93590.jpg,Romanticism||Ferdinand Georg Waldmüller||landscape
Laura Knight,,genre painting,944.0,758.0,126272.0,wikiart,인상주의,The Trick Act,train_and_test,False,101509.jpg,Impressionism||Laura Knight||genre painting
Giovanni Battista Tiepolo,c.1736,mythological painting,2024.0,1536.0,253582.0,wikiart,로코코 양식,Jupiter and Danae,train_and_test,False,89318.jpg,Rococo||Giovanni Battista Tiepolo||mythological painting
Alphonse Mucha,1921,poster,966.0,1510.0,308519.0,wikiart,아르누보,Poster for the Brooklyn Exhibition,train_and_test,False,66881.jpg,Art Nouveau (Modern)||Alphonse Mucha||poster
Henri de Toulouse-Lautrec,1892,genre painting,800.0,582.0,90742.0,wikiart,아르누보,The Ballet Papa Chrysanthemem ,train_and_test,False,93358.jpg,Art Nouveau (Modern)||Henri de Toulouse-Lautrec||genre painting
Franz Richard Unterberger,c.1880,cityscape,1000.0,663.0,253824.0,wikiart,낭만주의,Capri,train_and_test,False,2235.jpg,Romanticism||Franz Richard Unterberger||cityscape
William Collins,,genre painting,944.0,830.0,108103.0,wikiart,낭만주의,"Cromer Sands, Norfolk",train_and_test,False,50632.jpg,Romanticism||William Collins||genre painting
Ivan Aivazovsky,1842,cityscape,1120.0,698.0,49507.0,wikiart,낭만주의,Venice,train_and_test,False,60990.jpg,Romanticism||Ivan Aivazovsky||cityscape
Filipp Malyavin,1894,portrait,491.0,800.0,47824.0,wikiart,인상주의,A peasant covering up her mouth by coat,test_only,False,78979.jpg,Impressionism||Filipp Malyavin||portrait
Louis Comfort Tiffany,,design,764.0,500.0,218977.0,wikiart,아르누보,Peacock feather brooch,train_and_test,False,74487.jpg,Art Nouveau (Modern)||Louis Comfort Tiffany||design
Henri Matisse,,portrait,1587.0,1918.0,426750.0,wikiart,표현주의,not identified,train_and_test,False,39024.jpg,Expressionism||Henri Matisse||portrait
Viktor Vasnetsov,1926.0,portrait,600.0,530.0,66563.0,wikiart,사실주의,Portrait of Mikhail Nesterov ,train_and_test,False,34.jpg,Realism||Viktor Vasnetsov||portrait
Isaac Levitan,1890,sketch and study,607.0,1000.0,58657.0,wikiart,사실주의,Church with belfry in Reshma,train_and_test,False,74077.jpg,Realism||Isaac Levitan||sketch and study
Giovanni Battista Tiepolo,,religious painting,1542.0,500.0,91620.0,wikiart,로코코 양식,The Madonna of Carmel and the Souls of the Purgatory,train_and_test,False,48663.jpg,Rococo||Giovanni Battista Tiepolo||religious painting
Jean Fouquet,1460,history painting,482.0,600.0,54285.0,wikiart,북부 르네상스,Tribute of Edward III to Philip,train_and_test,False,58897.jpg,Northern Renaissance||Jean Fouquet||history painting
Vincent van Gogh,1885,portrait,1417.0,2241.0,963358.0,wikiart,사실주의,Head of a Young Peasant Woman with Dark Cap,train_and_test,False,102799.jpg,Realism||Vincent van Gogh||portrait
Ivan Shishkin,,landscape,691.0,1000.0,237681.0,wikiart,사실주의,Forest,train_and_test,False,67360.jpg,Realism||Ivan Shishkin||landscape
Charles Turner,1813.0,portrait,615.0,800.0,102291.0,wikiart,낭만주의,James Hamilton ,train_and_test,False,97385.jpg,Romanticism||Charles Turner||portrait
Gustave Dore,,illustration,984.0,814.0,258380.0,wikiart,낭만주의,Don Quixote,train_and_test,False,54754.jpg,Romanticism||Gustave Dore||illustration
Aubrey Beardsley,,illustration,1855.0,2521.0,1454946.0,wikiart,아르누보,Prospectus No. 1,train_and_test,False,82590.jpg,Art Nouveau (Modern)||Aubrey Beardsley||illustration
Egon Schiele,1910,nude painting (nu),731.0,1046.0,655076.0,wikiart,표현주의,"Standing Male Nude, Back View",train_and_test,False,63129.jpg,Expressionism||Egon Schiele||nude painting (nu)
Alfred Sisley,1884,landscape,1125.0,846.0,305337.0,wikiart,인상주의,"The Hills of Veneux, Seen from Saint Mammes",train_and_test,False,61760.jpg,Impressionism||Alfred Sisley||landscape
Konstantin Makovsky,c.1910,portrait,773.0,1000.0,212610.0,wikiart,낭만주의,Portrait of the Girl in a Russian Dress,train_and_test,False,51974.jpg,Romanticism||Konstantin Makovsky||portrait
Henri Matisse,,portrait,1131.0,1446.0,282677.0,wikiart,표현주의,not identified,train_and_test,False,23930.jpg,Expressionism||Henri Matisse||portrait
John Ruskin,1845.0,landscape,2916.0,1991.0,2674668.0,wikiart,낭만주의,View of Bologna ,train_and_test,False,47508.jpg,Romanticism||John Ruskin||landscape
Orest Kiprensky,1816,sketch and study,782.0,641.0,160070.0,wikiart,낭만주의,Knitting. Two women at the table,train_and_test,False,76394.jpg,Romanticism||Orest Kiprensky||sketch and study
Matthias Grünewald,c.1511,religious painting,471.0,1000.0,110642.0,wikiart,북부 르네상스,Study of an Apostle,train_and_test,False,59047.jpg,Northern Renaissance||Matthias Grünewald||religious painting
Giovanni Boldini,1912,portrait,461.0,700.0,43892.0,wikiart,사실주의,Portrait of Donna Franca Florio ,train_and_test,False,61617.jpg,Realism||Giovanni Boldini||portrait
Sir Lawrence Alma-Tadema,1893,genre painting,2449.0,1685.0,369718.0,wikiart,낭만주의,Unconscious Rivals,train_and_test,False,99952.jpg,Romanticism||Sir Lawrence Alma-Tadema||genre painting
Gustave Dore,,religious painting,1024.0,1408.0,620670.0,wikiart,낭만주의,The Disobedient Prophet Is Slain by a Lion,train_and_test,False,79846.jpg,Romanticism||Gustave Dore||religious painting
Tom Thomson,1917.0,landscape,640.0,583.0,213559.0,wikipedia,아르누보,The Jack Pine,test_only,False,99019.jpg,Art Nouveau (Modern)||Tom Thomson||landscape
Gustave Dore,,illustration,817.0,1076.0,383607.0,wikiart,낭만주의,Saladin,train_and_test,False,85829.jpg,Romanticism||Gustave Dore||illustration
Emmanuel Zairis,,genre painting,437.0,538.0,94877.0,wikiart,인상주의,Sewing nets,train_and_test,False,62048.jpg,Impressionism||Emmanuel Zairis||genre painting
Lucas Cranach the Elder,1532,portrait,401.0,600.0,25031.0,wikiart,북부 르네상스,Johannes Bugenhagen,train_and_test,False,85742.jpg,Northern Renaissance||Lucas Cranach the Elder||portrait
Leon Arthur Tutundjian,1927.0,abstract,397.0,563.0,70369.0,wikiart,초현실주의,Composition cellulaire au cercle rouge,test_only,False,25008.jpg,Surrealism||Leon Arthur Tutundjian||abstract
Ivan Bilibin,1900.0,illustration,2717.0,3509.0,2338767.0,wikiart,아르누보,"Illustration for the Russian Fairy Story ""Maria Morevna""",train_and_test,False,26665.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Albrecht Durer,,portrait,1256.0,1788.0,254002.0,wikiart,북부 르네상스,Child's Head,train_and_test,False,13065.jpg,Northern Renaissance||Albrecht Durer||portrait
Konstantin Korovin,1916,genre painting,748.0,1000.0,150416.0,wikiart,인상주의,At the Open Window,train_and_test,False,14080.jpg,Impressionism||Konstantin Korovin||genre painting
Paul Klee,1923,portrait,790.0,1177.0,135459.0,wikiart,표현주의,The singer L as Fioridigli,train_and_test,False,92079.jpg,Expressionism||Paul Klee||portrait
William Merritt Chase,c.1883,genre painting,912.0,1127.0,237752.0,wikiart,인상주의,The Consultation,train_and_test,False,65201.jpg,Impressionism||William Merritt Chase||genre painting
Camille Corot,1828,landscape,807.0,512.0,385099.0,wikiart,사실주의,Ponte Nomentano,train_and_test,False,99946.jpg,Realism||Camille Corot||landscape
Gabriel Metsu,1660,genre painting,801.0,1000.0,185429.0,wikiart,바로크 양식,A Man and a Woman Seated by a Virginal,test_only,False,96955.jpg,Baroque||Gabriel Metsu||genre painting
William-Adolphe Bouguereau,1900,portrait,1119.0,2334.0,714915.0,wikiart,사실주의,A moment of rest,train_and_test,False,33392.jpg,Realism||William-Adolphe Bouguereau||portrait
Ilya Repin,,portrait,651.0,1000.0,141042.0,wikiart,사실주의,The model in the turban,train_and_test,False,98440.jpg,Realism||Ilya Repin||portrait
Charles-Francois Daubigny,,landscape,1127.0,634.0,179751.0,wikiart,사실주의,Washerwomen on the Riverbank,train_and_test,False,83484.jpg,Realism||Charles-Francois Daubigny||landscape
Ivan Shishkin,,sketch and study,768.0,1000.0,183551.0,wikiart,사실주의,Study for the trunks ,train_and_test,False,37603.jpg,Realism||Ivan Shishkin||sketch and study
Theophile Steinlen,,sketch and study,750.0,581.0,118214.0,wikiart,사실주의,Jeux Innocents  ,train_and_test,False,21568.jpg,Realism||Theophile Steinlen||sketch and study
Joan Miro,1945,abstract,800.0,650.0,143253.0,wikiart,초현실주의,The Port,train_and_test,False,20534.jpg,Surrealism||Joan Miro||abstract
Ivan Shishkin,1895.0,sketch and study,1000.0,632.0,174716.0,wikiart,사실주의,Kama,train_and_test,False,32425.jpg,Realism||Ivan Shishkin||sketch and study
Canaletto,c.1730,cityscape,1205.0,684.0,192533.0,wikiart,바로크 양식,Fonteghetto della Farina,train_and_test,False,42969.jpg,Baroque||Canaletto||cityscape
Jacob Jordaens,1616,mythological painting,2340.0,1980.0,1710558.0,wikiart,바로크 양식,Homage to Pomona,train_and_test,False,98392.jpg,Baroque||Jacob Jordaens||mythological painting
Giovanni Battista Torriglia,,genre painting,850.0,583.0,82743.0,wikiart,낭만주의,Untitled,train_and_test,False,46824.jpg,Romanticism||Giovanni Battista Torriglia||genre painting
Edgar Degas,1884,genre painting,2024.0,1703.0,414073.0,wikiart,인상주의,"The Pink Dancers, Before the Ballet",train_and_test,False,84675.jpg,Impressionism||Edgar Degas||genre painting
Zinaida Serebriakova,1932,portrait,748.0,1000.0,175344.0,wikiart,표현주의,Moroccan in blue ,train_and_test,False,73001.jpg,Expressionism||Zinaida Serebriakova||portrait
Francisco Goya,c.1811,portrait,1192.0,1474.0,333495.0,wikipedia,낭만주의,Actress Antonia Zarate,train_and_test,False,7152.jpg,Romanticism||Francisco Goya||portrait
Isaac Levitan,1897,landscape,1000.0,705.0,145361.0,wikiart,사실주의,Alps,train_and_test,False,46354.jpg,Realism||Isaac Levitan||landscape
Ivan Shishkin,,sketch and study,1000.0,674.0,212864.0,wikiart,사실주의,Fallen tree,train_and_test,False,11984.jpg,Realism||Ivan Shishkin||sketch and study
Julian Alden Weir,c.1889,landscape,1147.0,817.0,89961.0,wikiart,인상주의,The Farmer's Lawn,train_and_test,False,3339.jpg,Impressionism||Julian Alden Weir||landscape
Frans Hals,,portrait,886.0,1100.0,113218.0,wikiart,바로크 양식,Portrait of a Man,train_and_test,False,67281.jpg,Baroque||Frans Hals||portrait
Enrico Donati,1946.0,symbolic painting,500.0,418.0,53353.0,wikiart,초현실주의,Untitled,train_and_test,False,99468.jpg,Surrealism||Enrico Donati||symbolic painting
Joshua Reynolds,1778,portrait,474.0,783.0,51066.0,wikiart,로코코 양식,"Isabella, Lady Beauchamp",train_and_test,False,7781.jpg,Rococo||Joshua Reynolds||portrait
Paul Gauguin,1883,landscape,788.0,1076.0,216097.0,wikiart,인상주의,Farm in Osny,train_and_test,False,31035.jpg,Impressionism||Paul Gauguin||landscape
Rembrandt,1649,religious painting,960.0,798.0,563563.0,wikiart,바로크 양식,St. Peter and St. John at the Entrance to the Temple,train_and_test,False,949.jpg,Baroque||Rembrandt||religious painting
Cornelis Springer,,cityscape,1129.0,936.0,389553.0,wikiart,낭만주의,View of Oudewater,train_and_test,False,97072.jpg,Romanticism||Cornelis Springer||cityscape
Thomas Lawrence,1830.0,portrait,669.0,944.0,115033.0,wikiart,낭만주의,George IV  ,train_and_test,False,31661.jpg,Romanticism||Thomas Lawrence||portrait
John Ruskin,1845.0,sketch and study,412.0,550.0,40813.0,wikiart,낭만주의,Tower of the Cathedral at Sens ,train_and_test,False,78893.jpg,Romanticism||John Ruskin||sketch and study
Hieronymus Bosch,1506,religious painting,976.0,891.0,190041.0,wikiart,북부 르네상스,Tiptych of Temptation of St Anthony,train_and_test,False,96928.jpg,Northern Renaissance||Hieronymus Bosch||religious painting
Adriaen van Ostade,c.1645,genre painting,950.0,1127.0,218396.0,wikiart,바로크 양식,Happy Peasants,train_and_test,False,101173.jpg,Baroque||Adriaen van Ostade||genre painting
Alexey Venetsianov,1819,portrait,564.0,714.0,114295.0,wikiart,사실주의,Portrait of Peter I,train_and_test,False,22682.jpg,Realism||Alexey Venetsianov||portrait
Caspar David Friedrich,1817,landscape,2800.0,2063.0,2591829.0,wikiart,낭만주의,Greifswald in moonlight,train_and_test,False,39531.jpg,Romanticism||Caspar David Friedrich||landscape
Pieter Claesz,1640.0,still life,800.0,578.0,74406.0,wikiart,바로크 양식,"Still Life. Food, Glasses and a Jug on a Table ",train_and_test,False,89725.jpg,Baroque||Pieter Claesz||still life
Henry Herbert La Thangue,,landscape,944.0,848.0,146028.0,wikiart,인상주의,Trellised Vines,train_and_test,False,74703.jpg,Impressionism||Henry Herbert La Thangue||landscape
Raphael Kirchner,,portrait,832.0,539.0,78633.0,wikiart,아르누보,Unknown,train_and_test,False,79229.jpg,Art Nouveau (Modern)||Raphael Kirchner||portrait
Zinaida Serebriakova,1917,portrait,819.0,1000.0,160477.0,wikiart,아르누보,Eugene (Portrait of the artist's son) ,train_and_test,False,99287.jpg,Art Nouveau (Modern)||Zinaida Serebriakova||portrait
Pierre-Auguste Renoir,1890,flower painting,1280.0,1020.0,331619.0,wikiart,인상주의,Basket of Flowers,train_and_test,False,18033.jpg,Impressionism||Pierre-Auguste Renoir||flower painting
Rene Magritte,1947,symbolic painting,635.0,800.0,121821.0,wikiart,초현실주의,The tow plug ,train_and_test,False,98782.jpg,Surrealism||Rene Magritte||symbolic painting
Max Ernst,1925,symbolic painting,450.0,659.0,95215.0,wikiart,초현실주의,Sea and Sun,train_and_test,False,78045.jpg,Surrealism||Max Ernst||symbolic painting
Thomas Eakins,1874,genre painting,2100.0,877.0,403349.0,wikiart,사실주의,Pushing for Rail,train_and_test,False,80181.jpg,Realism||Thomas Eakins||genre painting
Esteban Frances,,symbolic painting,800.0,630.0,187517.0,wikiart,초현실주의,Alambradas,test_only,False,68072.jpg,Surrealism||Esteban Frances||symbolic painting
Valentin Serov,1899.0,sketch and study,1000.0,760.0,163995.0,wikiart,인상주의,Portrait of the artist A.P.Ostroumova-Lebedeva,train_and_test,False,24440.jpg,Impressionism||Valentin Serov||sketch and study
Jan Matejko,,portrait,457.0,600.0,89258.0,wikiart,낭만주의,Aleksander Jagiellonczyk,train_and_test,False,86934.jpg,Romanticism||Jan Matejko||portrait
Vasily Vereshchagin,c.1901,genre painting,1000.0,829.0,100176.0,wikiart,사실주의,Interrogation of the renegade,train_and_test,False,37505.jpg,Realism||Vasily Vereshchagin||genre painting
Anders Zorn,1911,portrait,725.0,1000.0,380614.0,wikiart,사실주의,Mona,train_and_test,False,3311.jpg,Realism||Anders Zorn||portrait
Gustave Courbet,,landscape,693.0,1000.0,276184.0,wikiart,사실주의,A Family of Deer in a Landscape with a Waterfall,train_and_test,False,98208.jpg,Realism||Gustave Courbet||landscape
Ivan Bilibin,1910.0,illustration,2076.0,2628.0,3061983.0,wikiart,아르누보,Illustration for the poem 'Two Crow' by Alexander Pushkin,train_and_test,False,22558.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Pablo Picasso,1934,genre painting,1088.0,807.0,577446.0,wikiart,초현실주의,Bullfight,train_and_test,False,43273.jpg,Surrealism||Pablo Picasso||genre painting
Arthur Streeton,1889,landscape,573.0,354.0,152322.0,wikiart,인상주의,A View of Templestowe,test_only,False,90208.jpg,Impressionism||Arthur Streeton||landscape
Lucas Cranach the Elder,1510,religious painting,800.0,549.0,125372.0,wikiart,북부 르네상스,"Small winged altar with the Resurrection of Christ, St. Barbara (Left Wing) and St. Catharine (right Wing)",train_and_test,False,32307.jpg,Northern Renaissance||Lucas Cranach the Elder||religious painting
Joaquín Sorolla,,landscape,800.0,553.0,136644.0,wikiart,인상주의,"Malvarrosa, Valencia",train_and_test,False,89468.jpg,Impressionism||Joaquín Sorolla||landscape
Ivan Bilibin,,illustration,2598.0,3509.0,1883264.0,wikiart,아르누보,"Illustration for the Russian Fairy Story ""White duck""",train_and_test,False,80298.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Claude Monet,1894,cityscape,1089.0,1600.0,510798.0,wikiart,인상주의,"Rouen Cathedral, The Portal and the Tour d'Albane at Dawn",train_and_test,False,76508.jpg,Impressionism||Claude Monet||cityscape
Giovanni Boldini,,portrait,541.0,700.0,79080.0,wikiart,인상주의,Portrait Of Madame Gabrielle Rejane,train_and_test,False,5000.jpg,Impressionism||Giovanni Boldini||portrait
Julio Resende,2010.0,figurative,1302.0,1600.0,504493.0,wikiart,표현주의,As pombas,train_and_test,False,8821.jpg,Expressionism||Julio Resende||figurative
Camille Pissarro,1902,cityscape,1223.0,1024.0,361203.0,wikiart,인상주의,"The Fishmarket, Dieppe",train_and_test,False,79138.jpg,Impressionism||Camille Pissarro||cityscape
Luca Giordano,1697.0,mythological painting,1200.0,1000.0,324194.0,wikiart,바로크 양식,Cupid Visiting the Sleeping Psyche,train_and_test,False,91102.jpg,Baroque||Luca Giordano||mythological painting
Thomas Hill,1871.0,landscape,1280.0,778.0,423468.0,wikiart,낭만주의,A View up Yosemite Valley ,train_and_test,False,31195.jpg,Romanticism||Thomas Hill||landscape
Henry Ossawa Tanner,1910,religious painting,1200.0,977.0,538260.0,wikiart,사실주의,The Holy Family ,train_and_test,False,35087.jpg,Realism||Henry Ossawa Tanner||religious painting
Jose Gutierrez Solana,1936.0,genre painting,560.0,800.0,138103.0,wikiart,표현주의,Masks with Donkey,train_and_test,False,8058.jpg,Expressionism||Jose Gutierrez Solana||genre painting
William Merritt Chase,1886,landscape,1280.0,922.0,285538.0,wikiart,인상주의,"Terrace, Prospect Park",train_and_test,False,31145.jpg,Impressionism||William Merritt Chase||landscape
John Jackson,1817.0,portrait,767.0,944.0,68599.0,wikiart,로코코 양식,Vice-Admiral Sir Richard Goodwin Keats (1757–1834)  ,test_only,False,71153.jpg,Rococo||John Jackson||portrait
Gustave Dore,,illustration,763.0,966.0,325329.0,wikiart,낭만주의,Don Quixote,train_and_test,False,81071.jpg,Romanticism||Gustave Dore||illustration
Isaac Levitan,1899,landscape,1000.0,724.0,135192.0,wikiart,사실주의,Draw,train_and_test,False,25059.jpg,Realism||Isaac Levitan||landscape
Joseph Wright,c.1790,portrait,453.0,772.0,46032.0,wikiart,낭만주의,Charles Hurt of Wirksworth,train_and_test,False,65537.jpg,Romanticism||Joseph Wright||portrait
Jose Ferraz de Almeida Junior,1894.0,portrait,628.0,396.0,108278.0,wikiart,사실주의,Boy,test_only,False,56279.jpg,Realism||Jose Ferraz de Almeida Junior||portrait
