artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Grégoire Michonze,,genre painting,570.0,570.0,314341.0,wikiart,Naïve Art (Primitivism),Figures in the Village,train_and_test,True,54632.jpg
Aldemir Martins,,animal painting,484.0,670.0,368229.0,wikiart,Naïve Art (Primitivism),Blue Cat,train_only,True,3505.jpg
Andre Bauchant,1929.0,landscape,944.0,765.0,133388.0,wikiart,Naïve Art (Primitivism),Paysage montagneux,train_and_test,False,103098.jpg
Niko Pirosmani,,genre painting,800.0,630.0,125751.0,wikiart,Naïve Art (Primitivism),Healer on a Donkey,train_and_test,True,42512.jpg
Ivan Generalic,1967.0,genre painting,351.0,451.0,44475.0,wikiart,Naïve Art (Primitivism),Beggar on crutches ,train_and_test,True,50830.jpg
Ivan Generalic,1966.0,genre painting,696.0,556.0,304451.0,wikiart,Naïve Art (Primitivism),Masquerade in winter ,train_and_test,True,46759.jpg
Mary Fedden,,still life,400.0,548.0,178957.0,wikiart,Naïve Art (Primitivism),Still Life with Coffee Jar,train_only,True,7240.jpg
Maria Primachenko,1983,animal painting,1487.0,1044.0,309482.0,wikiart,Naïve Art (Primitivism),This Beast Went A-Cacthing Sparrows,train_and_test,True,14054.jpg
David Burliuk,,genre painting,1186.0,922.0,639861.0,wikiart,Naïve Art (Primitivism),Woman with red cow,train_and_test,True,48354.jpg
Antonio Ligabue,1956.0,genre painting,1670.0,1156.0,702618.0,wikiart,Naïve Art (Primitivism),Planting with horses,train_and_test,False,87587.jpg
Pablo Picasso,c.1903,nude painting (nu),1052.0,865.0,147784.0,wikiart,Naïve Art (Primitivism),Nude with Picasso by her feet,train_and_test,True,64714.jpg
Fernand Leger,1950.0,sketch and study,434.0,561.0,49565.0,wikiart,Naïve Art (Primitivism),"The album ""Circus""",train_and_test,True,17220.jpg
Edward Hicks,1849,religious painting,1170.0,925.0,534994.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,train_and_test,True,13718.jpg
Mary Fedden,2006.0,flower painting,570.0,426.0,228515.0,wikiart,Naïve Art (Primitivism),Blue,train_only,True,24067.jpg
Kateryna Bilokur,1959,still life,1033.0,947.0,183148.0,wikiart,Naïve Art (Primitivism),Apples of Bogdanivka,train_only,True,76281.jpg
Niko Pirosmani,,portrait,486.0,700.0,77307.0,wikiart,Naïve Art (Primitivism),Queen Tamar,train_and_test,True,22829.jpg
Frida Kahlo,1940.0,self-portrait,591.0,866.0,106639.0,wikiart,Naïve Art (Primitivism),Self Portrait Dedicated to Sigmund Firestone,train_and_test,True,16370.jpg
Fernand Leger,,portrait,480.0,626.0,37861.0,wikiart,Naïve Art (Primitivism),"Portrait of a man with the hat, Study for builders ",train_and_test,False,48804.jpg
Niko Pirosmani,,still life,2307.0,2160.0,1718486.0,wikiart,Naïve Art (Primitivism),Still life with sugar candy (part of signboard in Didube) ,train_and_test,True,73925.jpg
Walter Battiss,,figurative,563.0,570.0,324927.0,wikiart,Naïve Art (Primitivism),Initiate,train_and_test,True,21592.jpg
Frida Kahlo,1951.0,portrait,1676.0,2361.0,1426520.0,wikiart,Naïve Art (Primitivism),Portrait of My Father,train_and_test,False,3880.jpg
Kateryna Bilokur,c.1950,flower painting,1041.0,845.0,194171.0,wikiart,Naïve Art (Primitivism),Pumpkin bloom,train_only,True,91610.jpg
Niko Pirosmani,,portrait,573.0,700.0,121795.0,wikiart,Naïve Art (Primitivism),Noble with a horn for drinking wine,train_and_test,True,60615.jpg
Niko Pirosmani,c.1905,portrait,304.0,700.0,56590.0,wikiart,Naïve Art (Primitivism),Gate Keeper,train_and_test,True,52244.jpg
William H. Johnson,1939,genre painting,1170.0,1400.0,225951.0,wikiart,Naïve Art (Primitivism),Chain Gang,train_and_test,True,31409.jpg
Adolf Dietrich,1934.0,animal painting,512.0,379.0,120773.0,wikiart,Naïve Art (Primitivism),Sechs Meerschweinchen im Stall,train_only,True,21059.jpg
Maria Primachenko,1977,animal painting,1478.0,1034.0,419848.0,wikiart,Naïve Art (Primitivism),Wild Cat,train_and_test,True,82456.jpg
Marc Chagall,c.1923,illustration,512.0,768.0,253540.0,wikiart,Naïve Art (Primitivism),Madame Moineau (The Sparrow Woman),train_and_test,False,18972.jpg
Frida Kahlo,1938.0,self-portrait,550.0,750.0,57747.0,wikipedia,Naïve Art (Primitivism),Self Portrait with a Monkey,train_and_test,False,91149.jpg
Grandma Moses,1947.0,landscape,527.0,700.0,178500.0,wikiart,Naïve Art (Primitivism),The Spring in Evening,train_and_test,True,82490.jpg
Alfred Wallis,1928.0,marina,1536.0,440.0,89597.0,wikiart,Naïve Art (Primitivism),String of Boats ,train_and_test,True,60882.jpg
Frida Kahlo,1935.0,self-portrait,591.0,779.0,66794.0,wikiart,Naïve Art (Primitivism),Self Portrait with Curly Hair,train_and_test,True,26092.jpg
David Burliuk,1949,religious painting,478.0,570.0,272726.0,wikiart,Naïve Art (Primitivism),Saint Anthony near the cave,train_and_test,True,103171.jpg
Frida Kahlo,1937.0,portrait,1551.0,2341.0,1178514.0,wikiart,Naïve Art (Primitivism),Portrait of Diego Rivera,train_and_test,False,580.jpg
David Burliuk,1946,genre painting,3000.0,2201.0,2199690.0,wikiart,Naïve Art (Primitivism),The stand,train_and_test,True,18441.jpg
Frida Kahlo,1928.0,portrait,1429.0,2157.0,1041884.0,wikiart,Naïve Art (Primitivism),Portrait of  Alejandro Gómez Arias,train_and_test,True,79039.jpg
Maurice Prendergast,c.1919,nude painting (nu),1824.0,1256.0,367493.0,wikiart,Naïve Art (Primitivism),Bathers,train_and_test,True,97429.jpg
Raoul Dufy,1923,cityscape,2506.0,2083.0,1394659.0,wikiart,Naïve Art (Primitivism),Vence,train_and_test,True,61450.jpg
Edward Hicks,1847,genre painting,1110.0,957.0,542587.0,wikiart,Naïve Art (Primitivism),The Residence of David Twinning in 1785 ,train_and_test,True,91474.jpg
Raoul Dufy,1937,cityscape,2460.0,1924.0,1415815.0,wikiart,Naïve Art (Primitivism),Electricity,train_and_test,True,89320.jpg
Niko Pirosmani,,portrait,559.0,700.0,91173.0,wikiart,Naïve Art (Primitivism),Hunter with a gun and trap,train_and_test,False,25367.jpg
Radi Nedelchev,1967,still life,386.0,600.0,77569.0,wikiart,Naïve Art (Primitivism),Still Life with Red Apples,train_and_test,False,66053.jpg
Andre Bauchant,1945.0,marina,570.0,429.0,203359.0,wikiart,Naïve Art (Primitivism),Marine,train_and_test,True,49882.jpg
Alfred Wallis,,marina,800.0,503.0,72421.0,wikiart,Naïve Art (Primitivism),Fishing Boat,train_and_test,False,76401.jpg
Antonio Ligabue,1942.0,self-portrait,1407.0,1764.0,874333.0,wikiart,Naïve Art (Primitivism),Self-Portrait in profile,train_and_test,False,17753.jpg
Henri Rousseau,1909,portrait,1463.0,2049.0,291344.0,wikiart,Naïve Art (Primitivism),The Muse Inspiring the Poet,train_and_test,True,25015.jpg
Alfred Wallis,,marina,944.0,666.0,86857.0,wikiart,Naïve Art (Primitivism),"The Old Victry, HMS 'Victory'",train_and_test,True,44787.jpg
Marc Chagall,1962,symbolic painting,1024.0,704.0,695816.0,wikiart,Naïve Art (Primitivism),The bay,train_and_test,True,20784.jpg
Joan Miro,c.1918,landscape,1588.0,1909.0,444689.0,wikiart,Naïve Art (Primitivism),"Montroig, la iglesia y el pueblo",train_and_test,True,90173.jpg
Frida Kahlo,1943.0,self-portrait,1806.0,2356.0,1577075.0,wikiart,Naïve Art (Primitivism),Self Portrait as a Tehuana,train_and_test,True,55936.jpg
Maurice Sendak,,illustration,500.0,500.0,381845.0,wikiart,Naïve Art (Primitivism),Where The Wild Things Are,train_only,True,19854.jpg
Ivan Generalic,1954.0,still life,582.0,401.0,204769.0,wikiart,Naïve Art (Primitivism),Chicken without feathers ,train_and_test,True,58688.jpg
Edward Hicks,1830,religious painting,1200.0,889.0,532776.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,train_and_test,False,25953.jpg
Marc Chagall,1914,cityscape,805.0,665.0,90307.0,wikiart,Naïve Art (Primitivism),Over Vitebesk,train_and_test,True,46817.jpg
Niko Pirosmani,,portrait,523.0,700.0,131316.0,wikiart,Naïve Art (Primitivism),Peasant woman with boy,train_and_test,True,93810.jpg
Andre Derain,1946,landscape,800.0,696.0,168451.0,wikiart,Naïve Art (Primitivism),Sorrowful Landscape,train_and_test,True,71787.jpg
Marc Chagall,1975,genre painting,1431.0,1905.0,446652.0,wikiart,Naïve Art (Primitivism),Rest,train_and_test,True,44520.jpg
Alfred Wallis,1932.0,cityscape,1536.0,1189.0,305182.0,wikiart,Naïve Art (Primitivism),The Hold House Port Mear Square Island Port Mear Beach ,train_and_test,True,13074.jpg
Marc Chagall,c.1923,illustration,564.0,768.0,157052.0,wikiart,Naïve Art (Primitivism),Revelations of Nozdryov,train_and_test,True,73519.jpg
Maria Primachenko,1968,flower painting,955.0,1364.0,496328.0,wikiart,Naïve Art (Primitivism),October Flowers,train_and_test,False,42320.jpg
Jules Lefranc,,cityscape,294.0,580.0,26444.0,wikiart,Naïve Art (Primitivism),La porte Saint-Pierre à Nantes,train_and_test,True,30981.jpg
Niko Pirosmani,,advertisement,588.0,1129.0,495909.0,wikiart,Naïve Art (Primitivism),Kakhetian wine,train_and_test,True,36556.jpg
Alfred Wallis,,marina,944.0,448.0,51093.0,wikiart,Naïve Art (Primitivism),Four Sailing Boats Leaving Pier with Lighthouse,train_and_test,True,29238.jpg
Niko Pirosmani,,genre painting,800.0,405.0,103611.0,wikiart,Naïve Art (Primitivism),Two Georgians at Marani,train_and_test,True,84808.jpg
Fernand Leger,1930.0,genre painting,1890.0,2064.0,851381.0,wikiart,Naïve Art (Primitivism),Three musicians,train_and_test,True,8751.jpg
Horace Pippin,1945.0,genre painting,500.0,391.0,46047.0,wikiart,Naïve Art (Primitivism),Deep Are The Roots,train_and_test,True,81107.jpg
Henri Rousseau,1908,cityscape,955.0,747.0,130569.0,wikiart,Naïve Art (Primitivism),Village near a Factory,train_and_test,False,2580.jpg
Marc Chagall,1957,genre painting,1024.0,768.0,350063.0,wikiart,Naïve Art (Primitivism),Lovers with bouquet under the trees,train_and_test,False,56976.jpg
Niko Pirosmani,,genre painting,800.0,404.0,92403.0,wikiart,Naïve Art (Primitivism),Celebration in Bolnisi-Khachini,train_and_test,True,31972.jpg
Aldemir Martins,2003.0,animal painting,640.0,472.0,35074.0,wikiart,Naïve Art (Primitivism),Family of Cats,train_only,True,29422.jpg
Henri Rousseau,,still life,1668.0,2265.0,631430.0,wikiart,Naïve Art (Primitivism),Still life with teapot and fruit,train_and_test,True,33340.jpg
Maria Primachenko,1982,flower painting,981.0,1357.0,513391.0,wikiart,Naïve Art (Primitivism),"I Give You, Kyiv, These Polissia Flowers and This Bright Sun",train_and_test,True,6170.jpg
Frida Kahlo,1926.0,self-portrait,1831.0,2406.0,1447531.0,wikiart,Naïve Art (Primitivism),Self-portrait in a Velvet Dress,train_and_test,True,102004.jpg
Andre Bauchant,1937.0,genre painting,1164.0,878.0,313076.0,wikiart,Naïve Art (Primitivism),Greek Dance in a Landscape,train_and_test,False,31404.jpg
Niko Pirosmani,,portrait,286.0,700.0,60511.0,wikiart,Naïve Art (Primitivism),Cook,train_and_test,True,63561.jpg
Aldemir Martins,1971.0,flower painting,483.0,670.0,293372.0,wikiart,Naïve Art (Primitivism),Flores,train_only,True,66431.jpg
Arman Manookian,,genre painting,600.0,758.0,117716.0,wikiart,Naïve Art (Primitivism),unknown title,train_and_test,True,93456.jpg
Arman Manookian,1930.0,genre painting,1369.0,446.0,652679.0,wikiart,Naïve Art (Primitivism),Mural,train_and_test,True,70494.jpg
Marc Chagall,1963,genre painting,565.0,768.0,156910.0,wikiart,Naïve Art (Primitivism),Acrobat with bouquet,train_and_test,True,71803.jpg
Horace Pippin,1946.0,genre painting,500.0,399.0,55431.0,wikiart,Naïve Art (Primitivism),Man On A Bench,train_and_test,True,67416.jpg
Mary Fedden,1994.0,still life,500.0,410.0,132871.0,wikiart,Naïve Art (Primitivism),Ben's Box,train_only,True,96264.jpg
Grégoire Michonze,,nude painting (nu),512.0,416.0,124647.0,wikiart,Naïve Art (Primitivism),Les femmes enceintes,train_and_test,False,77660.jpg
Marc Chagall,c.1923,illustration,992.0,768.0,272011.0,wikiart,Naïve Art (Primitivism),Tchitchikov's farewell to Manilov,train_and_test,False,88494.jpg
Niko Pirosmani,1905,genre painting,942.0,588.0,260254.0,wikipedia,Naïve Art (Primitivism),Molokani Carousing,train_and_test,True,60934.jpg
William H. Johnson,1939,portrait,1051.0,1400.0,178373.0,wikiart,Naïve Art (Primitivism),Seated Woman in Pink Blouse,train_and_test,True,101957.jpg
Christopher Wood,1930.0,genre painting,1536.0,1238.0,311919.0,wikiart,Naïve Art (Primitivism),Church at Tréboul ,train_and_test,False,81892.jpg
Walter Battiss,,figurative,570.0,428.0,118121.0,wikiart,Naïve Art (Primitivism),Horse and butterfly,train_and_test,True,102019.jpg
William H. Johnson,1944,religious painting,1400.0,1205.0,185714.0,wikiart,Naïve Art (Primitivism),Lamentation,train_and_test,True,38028.jpg
Alfred Wallis,1928.0,marina,944.0,459.0,78655.0,wikiart,Naïve Art (Primitivism),Schooner in Full Sail near a Lighthouse ,train_and_test,True,31201.jpg
David Burliuk,,animal painting,661.0,537.0,235278.0,wikiart,Naïve Art (Primitivism),Cows Grazing,train_and_test,False,54690.jpg
Henri Rousseau,c.1907,wildlife painting,1660.0,2045.0,275296.0,wikiart,Naïve Art (Primitivism),The Repast of the Lion,train_and_test,False,24639.jpg
Antonio Ligabue,1951.0,wildlife painting,1347.0,984.0,608441.0,wikiart,Naïve Art (Primitivism),Blak widow,train_and_test,True,63804.jpg
Henri Rousseau,,landscape,1028.0,850.0,169802.0,wikiart,Naïve Art (Primitivism),The Quarry,train_and_test,True,55289.jpg
Fyodor Alekseyev,1800,veduta,1078.0,722.0,50787.0,wikiart,Neoclassicism,The Monastery of Trinity and St. Sergius,train_only,True,2514.jpg
Pierre-Narcisse Guerin,,mythological painting,411.0,575.0,91192.0,wikiart,Neoclassicism,Aurora  and Cephalus 2,train_and_test,False,37544.jpg
Benjamin West,c.1797,allegorical painting,541.0,1231.0,118226.0,wikiart,Neoclassicism,The Woman Clothed with the Sun Fleeth from the Persecution of the Dragon,train_and_test,True,83817.jpg
Jean Auguste Dominique Ingres,,portrait,560.0,650.0,46533.0,wikiart,Neoclassicism,Study of seated woman,train_and_test,False,2215.jpg
Giovanni Battista Piranesi,,cityscape,1399.0,1500.0,467835.0,wikiart,Neoclassicism,Plan in the great Temple of Isis,train_and_test,False,62804.jpg
Giovanni Battista Piranesi,,sketch and study,1500.0,1372.0,385794.0,wikiart,Neoclassicism,"Cherub, half-length, by Guercino",train_and_test,True,84750.jpg
Giovanni Battista Piranesi,,design,1500.0,1166.0,491138.0,wikiart,Neoclassicism,"Vertical section of the Trajan column, with six plants taken at various heights, three boards together",train_and_test,True,56069.jpg
Giovanni Battista Piranesi,,design,1500.0,1124.0,491871.0,wikiart,Neoclassicism,More insight into the workshop in the following table,train_and_test,True,68659.jpg
William Hamilton,1790.0,illustration,944.0,762.0,99526.0,wikiart,Neoclassicism,Scene from 'The Tempest' by William Shakespeare ,train_and_test,True,65520.jpg
Franz Xaver Winterhalter,1843,portrait,994.0,621.0,142633.0,wikiart,Neoclassicism,"Portrait of Leonilla, Princess of Sayn Wittgenstein",train_and_test,True,54421.jpg
William-Adolphe Bouguereau,c.1886,allegorical painting,1158.0,2040.0,1435462.0,wikiart,Neoclassicism,The Return of Spring,train_and_test,True,7130.jpg
Joshua Reynolds,c.1788,mythological painting,618.0,800.0,118391.0,wikiart,Neoclassicism,The Infant Hercules Strangling Serpents in His Crade,train_and_test,True,70498.jpg
Pierre-Paul Prud'hon,,allegorical painting,1770.0,2621.0,296014.0,wikiart,Neoclassicism,The soul breaking the bonds that attach to the land,train_and_test,True,22909.jpg
Giovanni Battista Piranesi,,sketch and study,1500.0,1213.0,373215.0,wikiart,Neoclassicism,Rape of Europe,train_and_test,True,102571.jpg
Giovanni Battista Piranesi,,cityscape,3887.0,2663.0,3282677.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,64308.jpg
Jacques-Louis David,1778,mythological painting,935.0,393.0,29778.0,wikiart,Neoclassicism,The Funeral of Patroclus,train_and_test,False,91111.jpg
Jacques-Louis David,1799,history painting,1201.0,860.0,166124.0,wikiart,Neoclassicism,The Sabine Women,train_and_test,True,81487.jpg
William-Adolphe Bouguereau,1850,illustration,1608.0,2001.0,329292.0,wikiart,Neoclassicism,Dante and Virgil in Hell,train_and_test,True,15118.jpg
William Hamilton,1793.0,illustration,760.0,944.0,556219.0,wikiart,Neoclassicism,Celadon and Amelia ,train_and_test,True,52532.jpg
Jean Auguste Dominique Ingres,,portrait,1204.0,1586.0,1148424.0,wikiart,Neoclassicism,Mademoiselle Mary de Borderieux,train_and_test,False,91197.jpg
Giovanni Battista Piranesi,,veduta,3936.0,2645.0,3365975.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,48554.jpg
Giovanni Battista Piranesi,,mythological painting,1500.0,1256.0,394681.0,wikiart,Neoclassicism,Genius of Harvest,train_and_test,True,93136.jpg
Giovanni Battista Piranesi,,capriccio,3923.0,2328.0,3372328.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,13151.jpg
Jean Auguste Dominique Ingres,,religious painting,348.0,640.0,68878.0,wikiart,Neoclassicism,Study naked for St. Remy,train_and_test,True,86499.jpg
John Singleton Copley,1800,portrait,883.0,669.0,336485.0,wikiart,Neoclassicism,Fitch sisters,train_and_test,True,60950.jpg
Jacques-Louis David,1776,cityscape,1030.0,756.0,143870.0,wikiart,Neoclassicism,View of the Tiber and Castel St. Angelo,train_and_test,True,15939.jpg
Giovanni Battista Piranesi,,sketch and study,1500.0,1152.0,356184.0,wikiart,Neoclassicism,Pluto,train_and_test,True,56748.jpg
Fyodor Alekseyev,,veduta,1335.0,945.0,307033.0,wikiart,Neoclassicism,View of the Kremlin and the Kamenny Bridge in Moscow,train_only,True,96929.jpg
John William Godward,1901,mythological painting,955.0,2761.0,1323535.0,wikiart,Neoclassicism,Venus at the Bath,train_and_test,False,65481.jpg
John William Godward,1912,portrait,800.0,600.0,47163.0,wikiart,Neoclassicism,Sabinella,train_and_test,False,8426.jpg
Franz Xaver Winterhalter,c.1818,portrait,381.0,488.0,30163.0,wikiart,Neoclassicism,"Maria Cristina di Borbone, Princess of the Two Sicilies",train_and_test,True,65496.jpg
Pierre-Paul Prud'hon,c.1800,nude painting (nu),592.0,1000.0,87632.0,wikiart,Neoclassicism,Female Nude Bound,train_and_test,True,76784.jpg
Andre Derain,1923,nude painting (nu),1502.0,1936.0,292068.0,wikiart,Neoclassicism,The female nude in front of green hanging,train_and_test,True,46447.jpg
William-Adolphe Bouguereau,1863,genre painting,2045.0,2754.0,3870052.0,wikiart,Neoclassicism,The Kiss,train_and_test,True,85235.jpg
Jean Auguste Dominique Ingres,,portrait,640.0,489.0,37340.0,wikiart,Neoclassicism,Female bust in profile to right,train_and_test,True,18196.jpg
Jean Auguste Dominique Ingres,,portrait,1655.0,2090.0,2287369.0,wikiart,Neoclassicism,"Edmond Ramel and his wife, born Irma Donbernard",train_and_test,True,33607.jpg
Giovanni Battista Piranesi,,cityscape,4070.0,2750.0,3702885.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,55911.jpg
Giovanni Battista Piranesi,,religious painting,1500.0,1274.0,571153.0,wikiart,Neoclassicism,"St. Jerome, by Guido Reni",train_and_test,False,6388.jpg
Giovanni Battista Piranesi,,cityscape,1500.0,1159.0,553112.0,wikiart,Neoclassicism,View of a colonnade forming a quadrilateral,train_and_test,True,35176.jpg
Jean Auguste Dominique Ingres,,portrait,1782.0,2239.0,499306.0,wikiart,Neoclassicism,"Madame Jean Auguste Dominique Ingres, born Madeleine Chapelle I",train_and_test,True,37376.jpg
Jean Auguste Dominique Ingres,,religious painting,758.0,578.0,87406.0,wikiart,Neoclassicism,Study for the Martyrdom of St. Symphorien,train_and_test,True,47621.jpg
William Hamilton,,allegorical painting,800.0,283.0,47857.0,wikiart,Neoclassicism,The Four Seasons. Spring – Triumph of Venus,train_and_test,False,65220.jpg
Jean Auguste Dominique Ingres,,portrait,1757.0,2453.0,900471.0,wikiart,Neoclassicism,The Cosimo Andrea Lazzerini Family,train_and_test,True,47593.jpg
William-Adolphe Bouguereau,1873,portrait,1060.0,1939.0,1248327.0,wikiart,Neoclassicism,The Spinner,train_and_test,True,44285.jpg
Vladimir Borovikovsky,1806,portrait,1607.0,2000.0,804238.0,wikiart,Neoclassicism,Portrait G.S. Volokonsky,train_and_test,True,17757.jpg
Giovanni Battista Piranesi,,cityscape,3905.0,2576.0,3324521.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,72010.jpg
Giovanni Battista Piranesi,,sketch and study,1500.0,1183.0,393944.0,wikiart,Neoclassicism,Venus,train_and_test,True,77979.jpg
Pierre-Paul Prud'hon,c.1801,allegorical painting,1842.0,2510.0,455915.0,wikiart,Neoclassicism,The Source,train_and_test,True,13877.jpg
Karl Bryullov,1825,genre painting,787.0,1000.0,137216.0,wikiart,Neoclassicism,Vespers,train_and_test,True,91454.jpg
Giovanni Battista Piranesi,,design,1284.0,1500.0,599867.0,wikiart,Neoclassicism,"View of main facade of the Trajan Column, six boards together",train_and_test,True,79331.jpg
Marie-Guillemine Benoist,1810.0,portrait,341.0,444.0,53661.0,wikiart,Neoclassicism,Portrait of Napoleona Elisa Baciocchi,train_only,True,22623.jpg
Jean Metzinger,1922.0,genre painting,886.0,649.0,107276.0,wikiart,Neoclassicism,"Le Bal Masqué, Carnaval à Venise ",train_and_test,True,55411.jpg
Giovanni Battista Piranesi,,cityscape,3911.0,2700.0,3451105.0,wikiart,Neoclassicism,Vedute di Roma,train_and_test,True,48500.jpg
Jean Auguste Dominique Ingres,,portrait,495.0,598.0,48688.0,wikiart,Neoclassicism,"Portrait bust of an unknown, with curly hair, ears and cravat",train_and_test,True,102172.jpg
John Singleton Copley,1804,portrait,699.0,1066.0,134352.0,wikiart,Neoclassicism,Baron Graham,train_and_test,True,37655.jpg
Andre Derain,1935,portrait,471.0,800.0,75907.0,wikiart,Neoclassicism,Black Scarf,train_and_test,True,44095.jpg
John Trumbull,1786,history painting,590.0,320.0,35171.0,wikiart,Neoclassicism,The Surrender of the Hessian troops at the Battle of Trenton,train_and_test,True,55782.jpg
Giovanni Battista Piranesi,,design,1500.0,1252.0,481479.0,wikiart,Neoclassicism,"Vertical section of the Trajan column, with six plants taken at various heights, three boards together",train_and_test,True,93844.jpg
William-Adolphe Bouguereau,1879,portrait,524.0,750.0,222886.0,wikiart,Neoclassicism,The chilly,train_and_test,False,6685.jpg
Jacques-Louis David,1813,portrait,850.0,1019.0,117771.0,wikiart,Neoclassicism,Portrait of Marguerite Charlotte David,train_and_test,True,48591.jpg
Francisco Bayeu y Subias,1770.0,genre painting,626.0,800.0,131165.0,wikiart,Neoclassicism,Charity of Saint Elladius of Toledo,train_only,True,57811.jpg
Benjamin West,c.1788,literary painting,800.0,592.0,99638.0,wikiart,Neoclassicism,King Lear,train_and_test,True,52657.jpg
John Singleton Copley,1769,portrait,901.0,1119.0,138970.0,wikiart,Neoclassicism,Portrait of General Thomas Gage,train_and_test,True,83507.jpg
Jean Auguste Dominique Ingres,1842,religious painting,305.0,700.0,39603.0,wikiart,Neoclassicism,Cardboard for the windows of the Chapel of St. Ferdinand St. Raphael Archangel,train_and_test,True,6290.jpg
Giovanni Battista Piranesi,,design,1393.0,1500.0,490289.0,wikiart,Neoclassicism,Demonstration of the exterior and interior of the window shows the bell of the Temple of Vesta,train_and_test,False,36815.jpg
John William Godward,1914,genre painting,1354.0,2751.0,1473839.0,wikiart,Neoclassicism,The New Perfume,train_and_test,True,38385.jpg
Jacques-Louis David,,self-portrait,500.0,687.0,69968.0,wikiart,Neoclassicism,Jacques Louis David In his workshop,train_and_test,True,50814.jpg
Jean Auguste Dominique Ingres,,portrait,1400.0,1835.0,2048685.0,wikiart,Neoclassicism,"Madame Jean Auguste Dominique Ingres, born Delphine Ramel",train_and_test,True,12134.jpg
Jean Auguste Dominique Ingres,1844,religious painting,424.0,650.0,49114.0,wikiart,Neoclassicism,The archangel Raphael is the prayers of God to men,train_and_test,True,61080.jpg
William-Adolphe Bouguereau,1868,genre painting,608.0,779.0,99934.0,wikiart,Neoclassicism,The Bunch Of Grapes,train_and_test,True,21524.jpg
Pierre-Paul Prud'hon,c.1800,nude painting (nu),673.0,1000.0,158971.0,wikiart,Neoclassicism,Seated Female Nude by a Fountain,train_and_test,True,55635.jpg
Giovanni Battista Piranesi,1756.0,cityscape,1500.0,1135.0,731848.0,wikiart,Neoclassicism,"The Roman antiquities, t. 1, Plate XVII. Aqua Claudia.",train_and_test,False,35810.jpg
John Singleton Copley,1758,portrait,788.0,1001.0,314497.0,wikiart,Neoclassicism, Thomas Aston Coffin,train_and_test,True,91576.jpg
Camille Corot,1839,religious painting,989.0,656.0,109716.0,wikiart,Neoclassicism,Rebecca,train_and_test,True,13160.jpg
Gino Severini,,genre painting,550.0,838.0,42467.0,wikiart,Neoclassicism,Two Harlequins,train_and_test,True,63407.jpg
Benjamin West,,history painting,1030.0,672.0,98426.0,wikiart,Neoclassicism,The Burghers of Calais,train_and_test,True,29179.jpg
Fyodor Alekseyev,c.1800,veduta,2367.0,1916.0,3605756.0,wikiart,Neoclassicism,View of Lubyanka,train_only,True,69680.jpg
Franz Xaver Winterhalter,1842,portrait,707.0,992.0,361476.0,wikiart,Neoclassicism,Prince Albert,train_and_test,False,51969.jpg
Alexandre Jacovleff,,portrait,516.0,788.0,276248.0,wikiart,Neoclassicism,Portrait of Iren fon Radlov,train_only,True,6005.jpg
Jean Auguste Dominique Ingres,1862,portrait,1253.0,1666.0,395970.0,wikiart,Neoclassicism,Study for The Golden Age,train_and_test,True,57418.jpg
Jean Auguste Dominique Ingres,1867,portrait,580.0,512.0,45415.0,wikiart,Neoclassicism,Women's Group,train_and_test,True,40557.jpg
William-Adolphe Bouguereau,1875,nude painting (nu),1264.0,2574.0,2187367.0,wikiart,Neoclassicism,After the Bath,train_and_test,True,86196.jpg
William-Adolphe Bouguereau,1878,mythological painting,1045.0,723.0,129479.0,wikiart,Neoclassicism,The Nymphaeum,train_and_test,True,100176.jpg
Kazimir Malevich,1933,portrait,755.0,900.0,98309.0,wikiart,Neoclassicism,Portrait of Artist s Wife N.A. Malevich,train_and_test,False,8309.jpg
John William Godward,1918,genre painting,754.0,993.0,635943.0,wikiart,Neoclassicism,The Signal,train_and_test,True,1976.jpg
Pablo Picasso,1919,still life,835.0,1280.0,475410.0,wikiart,Neoclassicism,Still life with pitcher and apples,train_and_test,True,61415.jpg
Giovanni Battista Piranesi,,religious painting,1206.0,1500.0,462692.0,wikiart,Neoclassicism,"Love chooses an arrow in the quiver, by Guercino",train_and_test,True,49972.jpg
William Hamilton,1788.0,portrait,675.0,944.0,117557.0,wikiart,Neoclassicism,"John Philip Kemble (1757–1823), as Richard in 'Richard III' by William Shakespeare ",train_and_test,True,89717.jpg
Pierre-Paul Prud'hon,1800,nude painting (nu),1478.0,2145.0,221867.0,wikiart,Neoclassicism,Drawing of Female Nude with charcoal and chalk,train_and_test,False,50508.jpg
Vladimir Borovikovsky,,cityscape,1230.0,1024.0,391196.0,wikiart,Neoclassicism,Mihailovsk castle,train_and_test,True,96905.jpg
Angelica Kauffman,,portrait,1000.0,804.0,1071000.0,wikiart,Neoclassicism,Children with a bird's nest and flowers,train_only,True,35988.jpg
